transaction_id          , sender_account         , receiver_account       , amount    , timestamp                       , currency, description
TXN-INR-SMURF-IN-000018 , UPI_MULE_SPOKE_06      , UPI_AGGREGATOR_HUB_01  ,    9639.85, 2026-09-06T21:55:00+05:30       , INR     , UPI P2P Fund Transfer
TXN-INR-SMURF-IN-000019 , UPI_MULE_SPOKE_07      , UPI_AGGREGATOR_HUB_01  ,    9779.92, 2026-09-06T22:30:00+05:30       , INR     , UPI P2P Fund Transfer
TXN-INR-SMURF-IN-000020 , UPI_MULE_SPOKE_08      , UPI_AGGREGATOR_HUB_01  ,    9256.51, 2026-09-06T23:05:00+05:30       , INR     , UPI P2P Fund Transfer
TXN-INR-SMURF-IN-000021 , UPI_MULE_SPOKE_09      , UPI_AGGREGATOR_HUB_01  ,    9474.25, 2026-09-06T23:40:00+05:30       , INR     , UPI P2P Fund Transfer
TXN-INR-SMURF-IN-000022 , UPI_MULE_SPOKE_10      , UPI_AGGREGATOR_HUB_01  ,    9219.37, 2026-09-07T00:15:00+05:30       , INR     , UPI P2P Fund Transfer
TXN-INR-SMURF-IN-000023 , UPI_MULE_SPOKE_11      , UPI_AGGREGATOR_HUB_01  ,    9342.11, 2026-09-07T00:50:00+05:30       , INR     , UPI P2P Fund Transfer
TXN-INR-SMURF-IN-000024 , UPI_MULE_SPOKE_12      , UPI_AGGREGATOR_HUB_01  ,    9528.48, 2026-09-07T01:25:00+05:30       , INR     , UPI P2P Fund Transfer
TXN-INR-SMURF-IN-000025 , UPI_MULE_SPOKE_13      , UPI_AGGREGATOR_HUB_01  ,    9217.25, 2026-09-07T02:00:00+05:30       , INR     , UPI P2P Fund Transfer
TXN-INR-SMURF-IN-000026 , UPI_MULE_SPOKE_14      , UPI_AGGREGATOR_HUB_01  ,    9329.24, 2026-09-07T02:35:00+05:30       , INR     , UPI P2P Fund Transfer
TXN-INR-SMURF-OUT-000027, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_01    ,    4792.45, 2026-09-08T00:00:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000028, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_02    ,    4745.22, 2026-09-08T00:25:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000029, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_03    ,    4599.20, 2026-09-08T00:50:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000030, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_04    ,    4765.17, 2026-09-08T01:15:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000031, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_05    ,    4864.24, 2026-09-08T01:40:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000032, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_06    ,    4502.92, 2026-09-08T02:05:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000033, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_07    ,    4862.62, 2026-09-08T02:30:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000034, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_08    ,    4814.16, 2026-09-08T02:55:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000035, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_09    ,    4653.11, 2026-09-08T03:20:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000036, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_10    ,    4569.97, 2026-09-08T03:45:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000037, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_11    ,    4930.75, 2026-09-08T04:10:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SMURF-OUT-000038, UPI_DISPERSER_HUB_01   , CASHOUT_INR_MULE_12    ,    4651.47, 2026-09-08T04:35:00+05:30       , INR     , IMPS Instant Settlement
TXN-INR-SHELL-000039    , ORIGIN_ACC_MUMBAI      , SHELL_EXPORTS_DELHI_PVT, 1492500.00, 2026-09-08T13:00:00+05:30       , INR     , RTGS Strategic Subcontracting
TXN-INR-SHELL-000040    , SHELL_EXPORTS_DELHI_PVT, SHELL_INFRA_KOLKATA_LLP, 1485037.50, 2026-09-08T18:00:00+05:30       , INR     , RTGS Strategic Subcontracting
TXN-INR-SHELL-000041    , SHELL_INFRA_KOLKATA_LLP, SHELL_LOGISTICS_HYD_LTD, 1477612.31, 2026-09-08T23:00:00+05:30       , INR     , RTGS Strategic Subcontracting
TXN-INR-SHELL-000042    , SHELL_LOGISTICS_HYD_LTD, CLEAN_VAULT_BENGALURU  , 1470224.25, 2026-09-09T04:00:00+05:30       , INR     , RTGS Strategic Subcontracting
TXN-INR-MERC-000043     , INR_CUSTOMER_0095      , MERCHANT_AMAZON_INDIA  ,    1302.25, 2026-09-12T01:44:17.250602+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000044     , INR_CUSTOMER_0271      , MERCHANT_AMAZON_INDIA  ,    1946.36, 2026-09-22T13:23:21.187462+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000045     , INR_CUSTOMER_0997      , MERCHANT_AMAZON_INDIA  ,    1132.15, 2026-09-24T21:49:31.683438+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000046     , INR_CUSTOMER_0644      , MERCHANT_AMAZON_INDIA  ,    2084.13, 2026-09-18T02:39:02.558503+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000047     , INR_CUSTOMER_0722      , MERCHANT_AMAZON_INDIA  ,    2739.78, 2026-09-04T19:17:49.556601+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000048     , INR_CUSTOMER_0082      , MERCHANT_AMAZON_INDIA  ,    1423.42, 2026-09-23T18:45:46.826297+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000049     , INR_CUSTOMER_0465      , MERCHANT_AMAZON_INDIA  ,    1390.11, 2026-09-18T04:19:15.263627+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000050     , INR_CUSTOMER_0215      , MERCHANT_AMAZON_INDIA  ,    2439.88, 2026-09-19T07:00:15.241590+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000051     , INR_CUSTOMER_0074      , MERCHANT_AMAZON_INDIA  ,    2592.57, 2026-09-17T10:25:34.053351+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000052     , INR_CUSTOMER_0168      , MERCHANT_AMAZON_INDIA  ,    2294.00, 2026-09-14T00:14:42.775294+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000053     , INR_CUSTOMER_0571      , MERCHANT_AMAZON_INDIA  ,    2723.85, 2026-09-08T05:22:54.024745+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000054     , INR_CUSTOMER_0058      , MERCHANT_AMAZON_INDIA  ,    1206.77, 2026-09-08T05:46:54.082025+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000055     , INR_CUSTOMER_0275      , MERCHANT_AMAZON_INDIA  ,    3085.83, 2026-09-04T21:43:28.691767+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000056     , INR_CUSTOMER_0323      , MERCHANT_AMAZON_INDIA  ,    3113.69, 2026-09-08T02:53:22.401751+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000057     , INR_CUSTOMER_0659      , MERCHANT_AMAZON_INDIA  ,     976.20, 2026-09-13T21:25:55.201525+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000058     , INR_CUSTOMER_0575      , MERCHANT_AMAZON_INDIA  ,    1585.25, 2026-09-16T03:04:03.307854+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000059     , INR_CUSTOMER_0598      , MERCHANT_AMAZON_INDIA  ,    1856.91, 2026-09-12T10:11:16.887459+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000060     , INR_CUSTOMER_0094      , MERCHANT_AMAZON_INDIA  ,     662.02, 2026-09-21T09:26:49.881862+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000061     , INR_CUSTOMER_0164      , MERCHANT_AMAZON_INDIA  ,     362.82, 2026-09-21T23:52:15.769943+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000062     , INR_CUSTOMER_0391      , MERCHANT_AMAZON_INDIA  ,     992.24, 2026-09-17T07:46:54.245050+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000063     , INR_CUSTOMER_0567      , MERCHANT_AMAZON_INDIA  ,    2564.42, 2026-09-23T09:31:32.790553+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000064     , INR_CUSTOMER_0699      , MERCHANT_AMAZON_INDIA  ,    2724.81, 2026-09-24T10:55:17.330188+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000065     , INR_CUSTOMER_0349      , MERCHANT_AMAZON_INDIA  ,    1669.97, 2026-09-05T15:25:14.587168+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000066     , INR_CUSTOMER_0977      , MERCHANT_AMAZON_INDIA  ,    3405.83, 2026-09-20T12:11:30.098332+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000067     , INR_CUSTOMER_0781      , MERCHANT_AMAZON_INDIA  ,    3066.24, 2026-09-07T14:00:12.539467+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000068     , INR_CUSTOMER_0306      , MERCHANT_AMAZON_INDIA  ,     816.35, 2026-09-23T06:26:05.560370+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000069     , INR_CUSTOMER_0383      , MERCHANT_AMAZON_INDIA  ,    3240.15, 2026-09-21T09:01:22.395036+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000070     , INR_CUSTOMER_0941      , MERCHANT_AMAZON_INDIA  ,     215.25, 2026-09-02T22:50:45.883811+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000071     , INR_CUSTOMER_0952      , MERCHANT_AMAZON_INDIA  ,    1180.17, 2026-09-11T23:55:36.918826+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000072     , INR_CUSTOMER_0060      , MERCHANT_AMAZON_INDIA  ,     436.94, 2026-09-08T20:49:31.334099+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000073     , INR_CUSTOMER_0498      , MERCHANT_AMAZON_INDIA  ,    2715.55, 2026-09-22T19:35:45.818292+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000074     , INR_CUSTOMER_0132      , MERCHANT_AMAZON_INDIA  ,    1037.94, 2026-09-18T21:10:59.306049+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000075     , INR_CUSTOMER_0894      , MERCHANT_AMAZON_INDIA  ,    1956.64, 2026-09-17T10:22:53.147292+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000076     , INR_CUSTOMER_0748      , MERCHANT_AMAZON_INDIA  ,    1486.62, 2026-09-19T17:40:49.521922+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000077     , INR_CUSTOMER_0688      , MERCHANT_AMAZON_INDIA  ,    1883.88, 2026-09-18T15:16:47.140321+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000078     , INR_CUSTOMER_0124      , MERCHANT_AMAZON_INDIA  ,     220.46, 2026-09-08T17:08:37.080498+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000079     , INR_CUSTOMER_0568      , MERCHANT_AMAZON_INDIA  ,     387.83, 2026-09-08T08:32:45.909512+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000080     , INR_CUSTOMER_0647      , MERCHANT_AMAZON_INDIA  ,     255.23, 2026-09-04T04:51:40.642995+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000081     , INR_CUSTOMER_0339      , MERCHANT_AMAZON_INDIA  ,    2391.08, 2026-09-04T13:05:49.800729+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000082     , INR_CUSTOMER_0220      , MERCHANT_AMAZON_INDIA  ,    3105.98, 2026-09-16T03:34:55.480140+05:30, INR     , Amazon India Marketplace
TXN-INR-MERC-000083     , MERCHANT_AMAZON_INDIA  , SUPPLIER_WHOLESALE_NDIA,  125000.00, 2026-09-27T09:00:00+05:30       , INR     , Supplier Inventory Restock
TXN-INR-MERC-000084     , INR_CUSTOMER_0591      , MERCHANT_FLIPKART_PAY  ,    2855.11, 2026-09-14T13:45:30.640160+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000085     , INR_CUSTOMER_0195      , MERCHANT_FLIPKART_PAY  ,    1336.90, 2026-09-05T09:46:53.971606+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000086     , INR_CUSTOMER_0421      , MERCHANT_FLIPKART_PAY  ,    2405.77, 2026-09-14T09:03:22.351641+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000087     , INR_CUSTOMER_0662      , MERCHANT_FLIPKART_PAY  ,    1286.66, 2026-09-05T08:27:19.297621+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000088     , INR_CUSTOMER_0883      , MERCHANT_FLIPKART_PAY  ,    1946.56, 2026-09-05T11:08:20.265263+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000089     , INR_CUSTOMER_0144      , MERCHANT_FLIPKART_PAY  ,     986.85, 2026-09-13T00:29:13.768361+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000090     , INR_CUSTOMER_0946      , MERCHANT_FLIPKART_PAY  ,    3017.49, 2026-09-05T01:20:18.104533+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000091     , INR_CUSTOMER_0101      , MERCHANT_FLIPKART_PAY  ,     199.44, 2026-09-04T07:01:19.960103+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000092     , INR_CUSTOMER_0096      , MERCHANT_FLIPKART_PAY  ,     707.14, 2026-09-25T11:50:14.575966+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000093     , INR_CUSTOMER_0498      , MERCHANT_FLIPKART_PAY  ,    3173.18, 2026-09-14T19:40:44.815505+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000094     , INR_CUSTOMER_0169      , MERCHANT_FLIPKART_PAY  ,    3253.84, 2026-09-12T01:33:18.659511+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000095     , INR_CUSTOMER_0804      , MERCHANT_FLIPKART_PAY  ,    3357.01, 2026-09-13T21:49:05.350514+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000096     , INR_CUSTOMER_0803      , MERCHANT_FLIPKART_PAY  ,     668.57, 2026-09-16T12:38:21.195414+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000097     , INR_CUSTOMER_0304      , MERCHANT_FLIPKART_PAY  ,    2614.72, 2026-09-07T23:00:44.582952+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000098     , INR_CUSTOMER_0063      , MERCHANT_FLIPKART_PAY  ,    2106.99, 2026-09-20T15:53:02.122002+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000099     , INR_CUSTOMER_0515      , MERCHANT_FLIPKART_PAY  ,     340.55, 2026-09-25T02:44:01.154493+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000100     , INR_CUSTOMER_0521      , MERCHANT_FLIPKART_PAY  ,    2143.37, 2026-09-04T17:12:39.134323+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000101     , INR_CUSTOMER_0692      , MERCHANT_FLIPKART_PAY  ,    3304.35, 2026-09-23T15:31:28.297205+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000102     , INR_CUSTOMER_0584      , MERCHANT_FLIPKART_PAY  ,    2224.93, 2026-09-08T23:51:12.145174+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000103     , INR_CUSTOMER_0430      , MERCHANT_FLIPKART_PAY  ,    1209.84, 2026-09-18T21:11:48.993850+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000104     , INR_CUSTOMER_0268      , MERCHANT_FLIPKART_PAY  ,     949.60, 2026-09-08T01:59:11.875925+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000105     , INR_CUSTOMER_0406      , MERCHANT_FLIPKART_PAY  ,    1681.70, 2026-09-06T06:42:09.205819+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000106     , INR_CUSTOMER_0952      , MERCHANT_FLIPKART_PAY  ,    1685.26, 2026-09-20T19:04:26.211471+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000107     , INR_CUSTOMER_0577      , MERCHANT_FLIPKART_PAY  ,     864.07, 2026-09-26T16:19:05.594272+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000108     , INR_CUSTOMER_0272      , MERCHANT_FLIPKART_PAY  ,     380.45, 2026-09-06T03:13:41.944312+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000109     , INR_CUSTOMER_0251      , MERCHANT_FLIPKART_PAY  ,    2943.05, 2026-09-11T16:18:51.371209+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000110     , INR_CUSTOMER_0721      , MERCHANT_FLIPKART_PAY  ,    1921.95, 2026-09-10T11:55:59.547681+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000111     , INR_CUSTOMER_0684      , MERCHANT_FLIPKART_PAY  ,    2372.35, 2026-09-22T12:38:07.134575+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000112     , INR_CUSTOMER_0962      , MERCHANT_FLIPKART_PAY  ,    3130.54, 2026-09-23T22:55:04.074569+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000113     , INR_CUSTOMER_0761      , MERCHANT_FLIPKART_PAY  ,    2176.18, 2026-09-16T03:57:24.541739+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000114     , INR_CUSTOMER_0735      , MERCHANT_FLIPKART_PAY  ,    3007.26, 2026-09-11T09:09:56.564768+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000115     , INR_CUSTOMER_0518      , MERCHANT_FLIPKART_PAY  ,    2984.45, 2026-09-15T01:21:39.648617+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000116     , INR_CUSTOMER_0095      , MERCHANT_FLIPKART_PAY  ,     297.69, 2026-09-18T11:37:52.229940+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000117     , INR_CUSTOMER_0342      , MERCHANT_FLIPKART_PAY  ,     691.30, 2026-09-21T15:25:52.820853+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000118     , INR_CUSTOMER_0453      , MERCHANT_FLIPKART_PAY  ,     182.39, 2026-09-16T05:21:04.521248+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000119     , INR_CUSTOMER_0078      , MERCHANT_FLIPKART_PAY  ,     649.33, 2026-09-25T21:17:57.627207+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000120     , INR_CUSTOMER_0037      , MERCHANT_FLIPKART_PAY  ,     646.11, 2026-09-23T03:18:36.233236+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000121     , INR_CUSTOMER_0131      , MERCHANT_FLIPKART_PAY  ,    3275.84, 2026-09-03T23:02:36.320299+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000122     , INR_CUSTOMER_0996      , MERCHANT_FLIPKART_PAY  ,     853.76, 2026-09-23T23:07:52.874037+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000123     , INR_CUSTOMER_0256      , MERCHANT_FLIPKART_PAY  ,    2025.61, 2026-09-18T22:58:13.120294+05:30, INR     , Flipkart Checkout
TXN-INR-MERC-000124     , MERCHANT_FLIPKART_PAY  , SUPPLIER_WHOLESALE__PAY,  125000.00, 2026-09-27T09:00:00+05:30       , INR     , Supplier Inventory Restock
TXN-INR-MERC-000125     , INR_CUSTOMER_0896      , MERCHANT_SWIGGY_FOOD   ,     667.75, 2026-09-12T20:51:24.155556+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000126     , INR_CUSTOMER_0953      , MERCHANT_SWIGGY_FOOD   ,    2866.09, 2026-09-08T12:12:38.532111+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000127     , INR_CUSTOMER_0903      , MERCHANT_SWIGGY_FOOD   ,    3247.03, 2026-09-12T17:15:53.689310+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000128     , INR_CUSTOMER_0802      , MERCHANT_SWIGGY_FOOD   ,    3044.61, 2026-09-25T13:50:59.821310+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000129     , INR_CUSTOMER_0831      , MERCHANT_SWIGGY_FOOD   ,    2499.28, 2026-09-08T18:46:39.591181+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000130     , INR_CUSTOMER_0392      , MERCHANT_SWIGGY_FOOD   ,     895.15, 2026-09-24T04:52:05.041034+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000131     , INR_CUSTOMER_0837      , MERCHANT_SWIGGY_FOOD   ,    2898.80, 2026-09-24T23:20:41.862389+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000132     , INR_CUSTOMER_0893      , MERCHANT_SWIGGY_FOOD   ,     796.98, 2026-09-08T04:47:42.002689+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000133     , INR_CUSTOMER_0337      , MERCHANT_SWIGGY_FOOD   ,    1085.07, 2026-09-09T11:17:31.307337+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000134     , INR_CUSTOMER_0657      , MERCHANT_SWIGGY_FOOD   ,    1946.32, 2026-09-15T09:18:03.608775+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000135     , INR_CUSTOMER_0962      , MERCHANT_SWIGGY_FOOD   ,     748.20, 2026-09-03T23:09:52.469624+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000136     , INR_CUSTOMER_0986      , MERCHANT_SWIGGY_FOOD   ,    2148.51, 2026-09-26T07:37:30.467930+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000137     , INR_CUSTOMER_0354      , MERCHANT_SWIGGY_FOOD   ,    2180.80, 2026-09-20T10:05:31.037769+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000138     , INR_CUSTOMER_0524      , MERCHANT_SWIGGY_FOOD   ,     786.76, 2026-09-06T02:12:43.097763+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000139     , INR_CUSTOMER_0046      , MERCHANT_SWIGGY_FOOD   ,    3250.68, 2026-09-19T17:48:37.164559+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000140     , INR_CUSTOMER_0552      , MERCHANT_SWIGGY_FOOD   ,    2396.61, 2026-09-19T16:24:46.979842+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000141     , INR_CUSTOMER_0373      , MERCHANT_SWIGGY_FOOD   ,    1256.17, 2026-09-13T12:23:38.287862+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000142     , INR_CUSTOMER_0322      , MERCHANT_SWIGGY_FOOD   ,    3165.16, 2026-09-18T16:52:40.270784+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000143     , INR_CUSTOMER_0520      , MERCHANT_SWIGGY_FOOD   ,    1498.04, 2026-09-10T09:28:52.675556+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000144     , INR_CUSTOMER_0303      , MERCHANT_SWIGGY_FOOD   ,    2377.51, 2026-09-16T03:46:29.713690+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000145     , INR_CUSTOMER_0389      , MERCHANT_SWIGGY_FOOD   ,    2211.97, 2026-09-19T13:19:06.491318+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000146     , INR_CUSTOMER_0309      , MERCHANT_SWIGGY_FOOD   ,    1167.98, 2026-09-12T23:53:57.469937+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000147     , INR_CUSTOMER_0216      , MERCHANT_SWIGGY_FOOD   ,    2343.26, 2026-09-13T10:14:56.067819+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000148     , INR_CUSTOMER_0477      , MERCHANT_SWIGGY_FOOD   ,    1862.43, 2026-09-13T17:41:07.484515+05:30, INR     , Swiggy Online Food
TXN-INR-MERC-000149     , INR_CUSTOMER_0813      , MERCHANT_SWIGGY_FOOD   ,     718.47, 2026-09-24T20:51:48.560437+05:30, INR     , Swiggy Online Food
